problem_id,source,competition,year,country,domain,subtopic,difficulty,difficulty_source,concepts,prerequisites,solution_depth,estimated_time_minutes,proof_required,reasoning_intensity,calculation_intensity,major_steps,problem_type,language,data_type,problem_text,final_answer,solution_length,solution_words,solution_paragraphs,equation_count,reasoning_indicators,proof_indicators,case_analysis,calculation_indicators,solution_major_steps
MATHNET-02cu,MathNet,,,Brazil,Algebra,Prealgebra / Basic Algebra,,unknown,Fractions,,,,False,,,,MCQ,,real,"Problem:

Uma distração - Em vez de multiplicar certo número por $6$, Julia se distraiu e dividiu o número por $6$. O erro cometido por Julia foi de aproximadamente

(a) $100\%$
(b) $97\%$
(c) $83\%$
(d) $17\%$
(e) $3\%$",b,0,0,0,0,0,0,0,0,0
MATHNET-0ft3,MathNet,IMO - Selektion,,Switzerland,Algebra | Geometry,Equations and Inequalities | Plane Geometry,,unknown,Triangles > Triangle inequalities | Geometric Inequalities > Triangle inequalities | QM-AM-GM-HM / Power Mean | Jensen / smoothing,,,,True,,,,proof and answer,,real,"Problem:
Seien $a$, $b$ und $c$ die Seiten eines Dreiecks. Beweise die Ungleichung
$$
\sqrt{a+b-c} + \sqrt{c+a-b} + \sqrt{b+c-a} \leq \sqrt{a} + \sqrt{b} + \sqrt{c}
$$
Wann gilt das Gleichheitszeichen?",Equality holds if and only if the triangle is equilateral.,567,104,1,16,0,0,0,0,1
MATHNET-08gj,MathNet,Olimpiadi di Matematica,,Italy,Number Theory,Diophantine Equations | Divisibility / Factorization,,unknown,"Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",,,,True,,,,proof and answer,,real,"Problem:

Diciamo che una coppia $(a, b)$ di interi positivi è bella se $a$ divide $b$ e $a+1$ divide $b+1$.

a. Dimostrare che, fissato un intero positivo $a$, esistono infiniti interi positivi $b$ tali che la coppia $(a, b)$ sia bella.

b. Fissato un intero positivo $a$, determinare il minimo intero $b>a$ tale che $(a, b)$ sia bella.

c. Preso ora $a=18$, determinare il minimo intero positivo $b>a$ tale che $(a, b)$ sia bella ed inoltre $a+2$ divida $b+2$.",a) Infinitely many such b exist. b) The minimal b is a^2 + 2a. c) 3438.,2429,415,7,79,0,0,0,0,7
MATHNET-03n2,MathNet,Kanada,,Canada,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Concurrency and Collinearity | Miscellaneous > Angle chasing | Triangles > Triangle trigonometry",,,,True,,,,proof only,,real,"Let $\triangle ABC$ be an acute-angled triangle with altitudes $AD$ and $BE$ meeting at $H$. Let $M$ be the midpoint of segment $AB$, and suppose that the circumcircles of $\triangle DEM$ and $\triangle ABH$ meet at points $P$ and $Q$ with $P$ on the same side of $CH$ as $A$. Prove that the lines $ED$, $PH$, and $MQ$ all pass through a single point on the circumcircle of $\triangle ABC$.",,2475,461,2,67,9,2,0,0,2
MATHNET-0cx2,MathNet,SAMC,,Saudi Arabia,Algebra | Number Theory,Divisibility / Factorization | Prealgebra / Basic Algebra,,unknown,Prime numbers | Integers,,,,False,,,,final answer only,English,real,"Using each of the first eight primes exactly once and several algebraic operations, obtain the result $2010$.",2×3×5×(7+11+13+17+19) = 2010,0,0,0,0,0,0,0,0,0
MATHNET-02lc,MathNet,Brazilian Mathematical Olympiad,,Brazil,Algebra | Geometry,Plane Geometry | Prealgebra / Basic Algebra,,unknown,Quadrilaterals | Fractions,,,,False,,,,MCQ,,real,"Problem:

Um jardim retangular - O retângulo $ABCD$ representa um terreno retangular cuja largura é $3/5$ do comprimento. O retângulo $ABEF$ representa um jardim retangular cuja largura é também $3/5$ do comprimento. Qual a razão entre a área do jardim e a área total do terreno?

![](attached_image_1.png)

(a) $30\%$
(b) $36\%$
(c) $40\%$
(d) $45\%$
(e) $50\%$",b,428,75,2,8,0,0,0,0,2
MATHNET-0kje,MathNet,AMC 10 A,,United States,Geometry,Plane Geometry | Solid Geometry,,unknown,3D Shapes | Miscellaneous > Distance chasing,,,,False,,,,MCQ,,real,"Inside a right circular cone with base radius $5$ and height $12$ are three congruent spheres each with radius $r$. Each sphere is tangent to the other two spheres and also tangent to the base and side of the cone. What is $r$?

(A) $\frac{3}{2}$ (B) $\frac{90 - 40\sqrt{3}}{11}$ (C) $2$ (D) $\frac{144 - 25\sqrt{3}}{44}$ (E) $\frac{5}{2}$",B,1314,215,6,31,4,0,0,0,6
MATHNET-0i0w,MathNet,Berkeley Math Circle,,United States,Geometry,Plane Geometry,,unknown,Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals,,,,True,,,,proof only,,real,"Problem:

Circles $k_{1}$, $k_{2}$, $k_{3}$ intersect as follows: $k_{1} \cap k_{2} = \{A, D\}$, $k_{1} \cap k_{3} = \{B, E\}$, $k_{2} \cap k_{3} = \{C, F\}$. Also, $A B C D E F$ is a non-self-intersecting hexagon. Prove that
$$
A B \cdot C D \cdot E F = B C \cdot D E \cdot F A.
$$
(Hint: first prove that $A D$, $B E$, $C F$ meet at some point $O$.)",,2202,426,3,54,2,3,1,0,3
MATHNET-05qu,MathNet,PRÉPARATION OLYMPIQUE FRANÇAISE DE MATHÉMATIQUES - ENVOI 5 : Pot-POURRI,,France,Geometry,Plane Geometry,,unknown,Analytic / Coordinate Methods > Cartesian coordinates | Circles > Tangents | Miscellaneous > Distance chasing,,,,True,,,,proof and answer,,real,"Problem:

Est-il possible de ranger 601 disques de rayon $1$ dans une boîte rectangulaire de taille $4 \times 600$ sans que deux disques ne se chevauchent (ils peuvent toutefois se toucher)?",Yes,1386,200,2,27,0,0,0,0,2
MATHNET-05n9,MathNet,OCympiades Françaises de Mathématiques - Envoi Numéro 4 - Combinatoire,,France,Discrete Mathematics,Combinatorics,,unknown,Invariants / monovariants | Games / greedy algorithms,,,,True,,,,proof and answer,,real,"Problem:

Sur chaque sommet d'un $n$-gone régulier on place un signe $+$ ou $-$. À chaque étape, on a le droit de changer les signes de trois sommets consécutifs du $n$-gone.

Quels sont les $n$ pour lesquels, quelle que soit la configuration de départ, on peut obtenir en un nombre fini d'étapes des $+$ sur tous les sommets ?",All positive integers n that are not divisible by 3,1832,335,6,54,0,0,0,0,6
MATHNET-0d92,MathNet,SAUDI ARABIAN MATHEMATICAL COMPETITIONS,,Saudi Arabia,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,,unknown,"Recursion, bijection",,,,True,,,,proof and answer,English,real,How many ways are there to insert plus signs $+$ between the digits of number $111111 \ldots 111$ which includes thirty digits $1$ so that the result will be a multiple of $30$?,"binom(30,10) + 1",951,156,1,21,2,1,0,1,1
MATHNET-04iq,MathNet,Croatia Mathematical Competitions,,Croatia,Discrete Mathematics,Combinatorics,,unknown,Counting two ways | Invariants / monovariants,,,,True,,,,proof and answer,,real,"Every team at a basketball tournament is playing with every other team exactly twice. Each victory is worth 2 points, defeat 0 points and there are no draws. Determine all positive integers $n$ such that there exists a basketball tournament with $n$ teams with the overall winner having 26 points and exactly two teams having the lowest number of points 20. (Ilko Brnetić)",12,0,0,0,0,0,0,0,0,0
MATHNET-0a4y,MathNet,New Zealand Mathematical Olympiad,,New Zealand,Number Theory,Divisibility / Factorization | Modular Arithmetic,,unknown,Chinese remainder theorem | Least common multiples (lcm),,,,False,,,,final answer only,,real,"Problem:
Find the smallest positive integer $N$ satisfying the following three properties.  
- $N$ leaves a remainder of $5$ when divided by $7$.  
- $N$ leaves a remainder of $6$ when divided by $8$.  
- $N$ leaves a remainder of $7$ when divided by $9$.",502,352,67,1,15,4,0,0,0,1
MATHNET-0kn4,MathNet,2021 AMC 10 B Fall,,United States,Algebra,Prealgebra / Basic Algebra,,unknown,Fractions,,,,False,,,,MCQ,,real,"The knights in a certain kingdom come in two colors: $\frac{2}{7}$ of them are red, and the rest are blue. Furthermore, $\frac{1}{6}$ of the knights are magical, and the fraction of red knights who are magical is 2 times the fraction of blue knights who are magical. What fraction of red knights are magical?
(A) $\frac{2}{9}$ (B) $\frac{3}{13}$ (C) $\frac{7}{27}$ (D) $\frac{2}{7}$ (E) $\frac{1}{3}$",C,0,0,0,0,0,0,0,0,0
MATHNET-06un,MathNet,International Mathematical Olympiad,,IMO,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,,unknown,"Fermat / Euler / Wilson theorems | Inverses mod n | Multiplicative order | Prime numbers | Greatest common divisors (gcd) | Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",,,,True,,,,proof and answer,English,real,"Find all pairs $(p, q)$ of prime numbers with $p > q$ for which the number
$$
\frac{(p+q)^{p+q}(p-q)^{p-q}-1}{(p+q)^{p-q}(p-q)^{p+q}-1}
$$
is an integer.","(3, 2)",3184,512,4,74,7,0,13,1,4
MATHNET-0gx3,MathNet,Ukrajina 2008,,Ukraine,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,,unknown,Greatest common divisors (gcd) | Invariants / monovariants,,,,True,,,,proof and answer,English,real,"There are five piles made of $42$, $70$, $105$, $462$, and $2009$ stones respectively. You are allowed to do the following: instead of two piles consisting of $a$ and $b$ stones you can make
* two piles of $a$ and $(a+b)$ stones;
* two piles of $a$ and $|a-b|$ stones.
You can also choose $k$ different piles, in which the total number of stones equals $nk$ where $n$ is some natural number, and create
* $k$ piles of $n$ stones in each one instead.
Can we make five piles each of which will consist of
a) $2008$ stones;
b) $2009$ stones
in finite number of steps?",a) No; b) Yes,741,129,2,15,1,0,0,0,2
MATHNET-0a5l,MathNet,New Zealand Mathematical Olympiad,,New Zealand,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,,unknown,Integers,,,,True,,,,proof only,,real,"Problem:
Is it possible to pair up the numbers $0, 1, 2, 3, \ldots , 61$ in such a way that when we sum each pair, the product of the 31 numbers we get is a perfect fifth power?",,876,160,2,23,1,0,0,1,2
MATHNET-09zj,MathNet,Junior Mathematical Olympiad,,Netherlands,Discrete Mathematics,Combinatorics,,unknown,"Coloring schemes, extremal arguments | Games / greedy algorithms",,,,False,,,,MCQ,English,real,"Ayman writes down the numbers $1$ through $10$ in a sequence in some order, writes down the nine (positive) differences between adjacent numbers and computes the sum of these differences. The result is called the *dynamic* of the sequence. For example, the dynamic of the sequence $1, 2, 3, 4, 5, 6, 7, 8, 9, 10$ is $9$, and the dynamic of $2, 1, 3, 10, 4, 5, 9, 6, 8, 7$ is $1 + 2 + 7 + 6 + 1 + 4 + 3 + 2 + 1 = 27$.
What is the greatest dynamic that such a sequence with the numbers $1$ through $10$ can have?
A) $41$   B) $43$   C) $45$   D) $47$   E) $49$",C,0,0,0,0,0,0,0,0,0
MATHNET-0ehs,MathNet,"63. matematično tekmovanje srednješolcev Slovenije, Državno tekmovanje",,Slovenia,Algebra,Prealgebra / Basic Algebra,,unknown,Fractions,,,,False,,,,MCQ,,real,"Problem:

Maja je v dva enaka kozarca nalila limonin sok, tako da je bil prvi kozarec napolnjen do $\frac{1}{3}$, drugi pa do $\frac{2}{5}$. Nato je v oba kozarca dolivala vodo, dokler nista bila polna. Nazadnje je oba kozarca izpraznila v večjo skledo, pri čemer se tekočina ni prelila čez rob sklede. Kolikšen del tekočine v skledi je limonin sok?

(A) $\frac{1}{8}$
(B) $\frac{3}{16}$
(C) $\frac{11}{30}$
(D) $\frac{11}{19}$
(E) $\frac{11}{15}$",C,270,40,2,4,0,0,0,0,2
MATHNET-09hf,MathNet,Mongolian National Mathematical Olympiad,,Mongolia,Geometry,Plane Geometry,,unknown,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,,,,True,,,,proof only,English,real,"Let $D$ and $E$ be points on sides $AB$ and $AC$ of triangle $ABC$, respectively, such that $BD = CE$. Let $M$ and $N$ be midpoints of $BC$ and $DE$, respectively. Prove that $MN$ is parallel to the bisector of $\angle BAC$.",,426,78,2,19,3,0,0,0,2
MATHNET-0khx,MathNet,AMC 12 A,,United States,Discrete Mathematics,Combinatorics | Graph Theory,,unknown,"Coloring schemes, extremal arguments",,,,False,,,,MCQ,,real,"An organization has 30 employees, 20 of whom have a brand A computer while the other 10 have a brand B computer. For security, the computers can only be connected to each other and only by cables. The cables can only connect a brand A computer to a brand B computer. Employees can communicate with each other if their computers are directly connected by a cable or by relaying messages through a series of connected computers. Initially, no computer is connected to any other. A technician arbitrarily selects one computer of each brand and installs a cable between them, provided there is not already a cable between that pair. The technician stops once every employee can communicate with every other. What is the maximum possible number of cables used?
(A) 190 (B) 191 (C) 192 (D) 195 (E) 196",B,0,0,0,0,0,0,0,0,0
MATHNET-0dz5,MathNet,Slovenija 2008,,Slovenia,Algebra,Intermediate Algebra,,unknown,Exponential functions | Logarithmic functions,,,,True,,,,proof and answer,English,real,"Find all positive real numbers $x$ and $y$ such that
$$
x^{x+y} = y^{x-y} \quad \text{and} \quad x^2y = 1
$$","Two solutions: (x, y) = (1, 1) and (x, y) = (3^{-1/3}, 3^{2/3}).",429,91,1,17,2,0,2,0,1
MATHNET-0542,MathNet,Estonian Math Competitions,,Estonia,Number Theory,Divisibility / Factorization | Other,,unknown,Factorization techniques,,,,True,,,,proof and answer,,real,"Is there a two-digit number $n$ that does not end with zero such that

a) all numbers that can be formed by adding one or more zeros between the two-digit number's digits are its multiples?

b) none of the numbers that can be formed by adding one or more zeros between the two-digit number's digits are its multiples?

c) some numbers that can be formed by adding one or more zeros between the two-digit number's digits are its multiples and some are not?",a) 15; b) 12; c) 11,356,71,3,10,1,0,0,0,3
MATHNET-09u9,MathNet,"Junior Mathematical Olympiad, September 2019",,Netherlands,Algebra,Prealgebra / Basic Algebra,,unknown,Integers | Simple Equations,,,,True,,,,proof and answer,English,real,"The numbers $abcd$ and $dcba$ consist of the same four digits $a$, $b$, $c$, and $d$, but in opposite orders. When we add the two numbers, we get $13552$.
Determine $a + b + c + d$.",26,0,0,0,0,0,0,0,0,0
MATHNET-0b2t,MathNet,23rd Philippine Mathematical Olympiad Qualifying Stage,,Philippines,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,,unknown,"Recursion, bijection | Sequences and Series > Recurrence relations",,,,True,,,,proof and answer,,real,"Problem:

How many subsets of the set $\{1,2,3, \ldots, 9\}$ do not contain consecutive odd integers?",208,1061,176,5,24,2,0,2,0,5
MATHNET-0fam,MathNet,1st CIS,,Soviet Union,Geometry,Plane Geometry,,unknown,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,,,,True,,,,proof only,,real,"Problem:

Circles $C$ and $C'$ intersect at $O$ and $X$. A circle center $O$ meets $C$ at $Q$ and $R$ and meets $C'$ at $P$ and $S$. $PR$ and $QS$ meet at $Y$ distinct from $X$. Show that $\angle YXO = 90^{\circ}$.",,603,120,5,6,1,0,0,0,5
MATHNET-0g45,MathNet,IMO Selection,,Switzerland,Algebra,Algebraic Expressions | Equations and Inequalities,,unknown,Functional Equations | Polynomials > Polynomial operations | Linear and quadratic inequalities,,,,True,,,,proof and answer,,real,"Problem:

Let $n$ be a positive integer. Find all polynomials $P$ with real coefficients such that
$$
P\left(x^{2}+x-n^{2}\right)=P(x)^{2}+P(x)
$$
for all real numbers $x$.",P(x) ≡ 0,7215,901,6,162,9,4,6,0,6
MATHNET-0hn5,MathNet,Berkeley Math Circle Monthly Contest 4,,United States,Geometry,Plane Geometry,,unknown,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing | Miscellaneous > Constructions and loci,,,,True,,,,proof only,,real,"Problem:
Let $ABC$ be an isosceles right triangle with $\angle C = 90^{\circ}$. Let $X$ be a point on the line segment $AC$, and let $Y$ and $Z$ be, respectively, the feet of the perpendiculars from $A$ and $C$ to the line $BX$. Prove that
$$
BZ = YZ + AY
$$",,440,83,3,14,1,0,0,0,3
MATHNET-0gxz,MathNet,49th Mathematical Olympiad in Ukraine,,Ukraine,Number Theory,Divisibility / Factorization,,unknown,Factorization techniques,,,,True,,,,proof and answer,English,real,Find the minimum positive integer number which has a product of its digits equals $5120$.,25888,521,100,1,26,1,0,0,0,1
MATHNET-09z8,MathNet,Final Round,,Netherlands,Geometry,Plane Geometry,,unknown,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,,,,True,,,,proof only,English,real,"In triangle $ABC$, the point $D$ lies on segment $AB$ such that $CD$ is the angle bisector of angle $C$. The perpendicular bisector of segment $CD$ intersects the line $AB$ in $E$. Suppose that $|BE| = 4$ and $|AB| = 5$.
![](attached_image_1.png)

a. Prove that $\angle BAC = \angle BCE$.

b. Prove that $2|AD| = |ED|$.",,1583,311,2,45,9,0,0,2,2
MATHNET-02zm,MathNet,Brazilian Mathematical Olympiad,,Brazil,Number Theory,Divisibility / Factorization,,unknown,Factorization techniques,,,,True,,,,proof and answer,,real,"Problem:
Seja $x$ o menor número inteiro positivo que satisfaz simultaneamente as seguintes condições: $2x$ é o quadrado de um número inteiro, $3x$ é o cubo de um número inteiro e $5x$ é a quinta potência de um número inteiro. Encontre a fatoração em primos de $x$.",2^15 3^20 5^24,1446,283,4,37,0,0,0,0,4
MATHNET-0az2,MathNet,20th Philippine Mathematical Olympiad,,Philippines,Discrete Mathematics,Combinatorics,,unknown,"Enumeration with symmetry | Counting two ways | Recursion, bijection",,,,True,,,,proof and answer,,real,"Problem:

In how many ways can the letters of the word $C H I E F$ be arranged such that $I$ appears at some position after $E$?",60,512,93,3,11,0,0,0,0,3
MATHNET-0002,MathNet,XI Olimpiada Matemática Rioplatense,,Argentina,Algebra,Algebraic Expressions,,unknown,Sequences and Series > Sums and products,,,,True,,,,proof only,español,real,"Tenemos un tablero cuadrado de $2002 \times 2002$ con casillas pintadas de negro y blanco, como un tablero de ajedrez. Las filas han sido numeradas del $1$ al $2002$ y las columnas del $1$ al $2002$ (la casilla en la fila $1$ y la columna $1$ es negra). En cada casilla escribimos el producto del número de la fila por el número de la columna a las que la casilla pertenece. Sean $A$ la suma de los números escritos en las casillas negras y $B$ la suma de los números en las casillas blancas.
Demuestra que $A - B$ es un cuadrado perfecto.",,0,0,0,0,0,0,0,0,0
MATHNET-09t7,MathNet,MO-selectietoets,,Netherlands,Algebra | Geometry,Algebraic Expressions | Plane Geometry | Prealgebra / Basic Algebra,,unknown,Miscellaneous > Angle chasing | Integers | Sequences and Series > Sums and products,,,,True,,,,proof and answer,,real,"Problem:

Zij $n \geq 4$ een geheel getal. Bekijk een regelmatige $2n$-hoek waarbij aan elk hoekpunt een geheel getal is toegekend, wat we de waarde van dat hoekpunt noemen. Als vier verschillende hoekpunten van deze $2n$-hoek een rechthoek vormen, dan noemen we de som van de waarden van deze hoekpunten een rechthoekssom.

Bepaal voor welke gehele (niet-noodzakelijk positieve) $m$ we de getallen $m+1, m+2, \ldots, m+2n$ als waarden kunnen toekennen aan de hoekpunten (in een of andere volgorde) zodat elke rechthoekssom een priemgetal is. (Priemgetallen zijn per definitie positief.)",m = -n,3709,710,9,92,0,0,0,0,9
MATHNET-0kkw,MathNet,HMMT November 2021,,United States,Statistics,Probability,,unknown,Counting Methods > Other,,,,False,,,,final answer only,,real,"Problem:
Suppose two distinct competitors of the HMMT 2021 November contest are chosen uniformly at random. Let $p$ be the probability that they can be labelled $A$ and $B$ so that $A$'s score on the General round is strictly greater than $B$'s, and $B$'s score on the Theme round is strictly greater than $A$'s. Estimate $P = \lfloor 10000 p \rfloor$.
An estimate of $E$ will earn $\left\lfloor 20 \min \left(\frac{A}{E}, \frac{E}{A}\right)^{6}\right\rfloor$ points.",2500,2055,331,4,18,0,4,4,0,4
MATHNET-017x,MathNet,BALTIC WAY,,Baltic Way,Geometry,Plane Geometry,,unknown,"Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",,,,True,,,,proof and answer,,real,"Given an acute-angled triangle, describe all interior points whose orthogonal projections on the sides form a triangle similar to the original one.","Exactly six interior points, one of which is the circumcenter; for each permutation of the triangle’s vertices there is a unique interior point whose perpendicular projections onto the sides form a triangle similar to the original.",2595,497,5,48,2,0,3,1,5
MATHNET-0cmp,MathNet,Russian mathematical olympiad,,Russia,Discrete Mathematics,Combinatorics | Other,,unknown,Induction / smoothing,,,,True,,,,proof only,English; Russian,real,"A Kingdom consists of $N$ cities, some pairs of cities are connected with pairwise non-intersecting roads (two cities connected by a road are called *neighboring* cities). One can start from each city and get to any other city passing through roads, but it is not possible to get back to the initial city using each road not more than once.
Once the King made a reform: each of $N$ Mayors became a Mayor of one of $N$ cities, perhaps not the city where he worked before the reform. It occurs that each two Mayors that worked in the neighboring cities before the reform work in the neighboring cities after the reform. Prove that either there exists a city having the same Mayor before and after the reform, or there exists a neighboring pair of cities which have interchanged their Mayors.",,1356,195,3,19,0,0,0,0,3
MATHNET-05m2,MathNet,Olympiades Françaises de Mathématiques,,France,Geometry,Plane Geometry,,unknown,Circles > Tangents | Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry,,,,True,,,,proof only,,real,"Problem:

Soit $P$ un point à l'extérieur d'un cercle $\mathcal{C}$. Les tangentes à $\mathcal{C}$ passant par $P$ touchent $\mathcal{C}$ en $A$ et $B$. Une droite passant par $P$ intersecte $\mathcal{C}$ aux points $Q$ et $R$. Soit $S$ un point de $\mathcal{C}$ tel que $(B S) \parallel (Q R)$. Montrer que $(S A)$ passe par le milieu de $[Q R]$.",,1760,356,5,41,0,0,0,0,5
MATHNET-02uo,MathNet,Brazilian Mathematical Olympiad,,Brazil,Algebra,Prealgebra / Basic Algebra,,unknown,Simple Equations,,,,True,,,,proof and answer,,real,"Problem:

O mágico Magimático chama três pessoas da plateia: Ana, Beto e Caio, para ajudarem em sua matemágica. Ele diz para cada um pensar em um número de 1 a 50, sem revelá-lo ao mágico, e contá-lo para cada um dos outros dois participantes. Em seguida, cada um deles deve simultaneamente trocar o seu número pela soma dos números dos outros dois. Por exemplo, Ana passa a ter a soma dos números de Beto e Caio. Magimático pede então que eles repitam esse processo mais uma vez. Após concluir a segunda troca, ele pede que falem os seus números. Ana responde 104, Beto 123 e Caio 137. Para a surpresa de todos, Magimático acerta os números iniciais escolhidos pelos três. Quais foram os números escolhidos incialmente?","Ana 13, Beto 32, Caio 46",579,101,2,16,0,0,0,0,2
MATHNET-0anq,MathNet,QUALIFYING STAGE,,Philippines,Algebra,Equations and Inequalities | Intermediate Algebra,,unknown,Linear and quadratic inequalities | Exponential functions,,,,True,,,,proof and answer,,real,"Problem:
Find the solution set of the inequality
$$\left(\frac{\pi}{2}\right)^{(x-1)^{2}} \leq \left(\frac{2}{\pi}\right)^{x^{2}-5x-5}.$$","[-1/2, 4]",0,0,0,0,0,0,0,0,0
MATHNET-0ai8,MathNet,Balkan Mathematical Olympiads,,North Macedonia,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,,unknown,Fermat / Euler / Wilson theorems | Infinite descent / root flipping | Prime numbers,,,,True,,,,proof only,English,real,"A special number is a positive integer $n$ for which there exist positive integer $a$, $b$, $c$ and $d$ with
$$
n = \frac{a^3 + 2b^3}{c^3 + 2d^3}
$$
Prove that
(a) There are infinitely many special numbers;
(b) 2014 is not a special number.",,1309,238,2,41,4,1,3,0,2
MATHNET-04x6,MathNet,Czech-Slovak-Polish Match,,Czech-Polish-Slovak Mathematical Match,Discrete Mathematics | Geometry | Number Theory,Combinatorics | Divisibility / Factorization | Plane Geometry,,unknown,"Coloring schemes, extremal arguments | Invariants / monovariants | Analytic / Coordinate Methods > Cartesian coordinates",,,,True,,,,proof and answer,,real,"Find all triples $(k, m, n)$ of positive integers with the following property: The square with the side length $m$ can be cut into some number of rectangles of dimensions $1 \times k$ and exactly one square of the side length $n$.","All triples of positive integers satisfy n ≤ m and either k divides m − n, or k divides m + n and r + n ≤ m, where r is the remainder when m is divided by k.",4813,945,3,119,4,5,8,3,3
MATHNET-07gw,MathNet,38th Iranian Mathematical Olympiad,,Iran,Algebra | Number Theory,Abstract Algebra | Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,,unknown,"Polynomials > Polynomial operations | Ring Theory | Greatest common divisors (gcd) | Techniques: modulo, size analysis, order analysis, inequalities",,,,True,,,,proof only,,real,"Prove there are coprime polynomials $P(x)$ and $Q(x)$ with integer coefficients and a real number $u > 0$ such that if
$$
\left| \frac{a}{c} - 1 \right|^{2021} \leq \frac{u}{d c^{1010}}, \quad \left| \left( \frac{a}{c} \right)^{2020} - \frac{b}{d} \right| \leq \frac{u}{d c^{1010}},
$$
for some positive integers $a, b, c, d$, then we have $bP\left(\frac{a}{c}\right) = dQ\left(\frac{a}{c}\right)$.",,6232,905,5,122,14,11,6,2,5
MATHNET-0dad,MathNet,Team selection tests for IMO 2018,,Saudi Arabia,Algebra,Algebraic Expressions | Equations and Inequalities | Intermediate Algebra,,unknown,Sequences and Series > Recurrence relations | Exponential functions | Jensen / smoothing,,,,True,,,,proof only,English,real,"$$
f(x)=\left(x-F_{1}\right)\left(x-F_{2}\right) \ldots\left(x-F_{3030}\right)
$$
with $\left(F_{n}\right)$ is the Fibonacci sequence, which defined as $F_{1}=1, F_{2}=2, F_{n+2}= F_{n+1}+F_{n}, n \geq 1$. Suppose that on the range $\left(F_{1}, F_{3030}\right)$, the function $|f(x)|$ takes on the maximum value at $x=x_{0}$. Prove that $x_{0}>2^{2018}$.",,2038,190,5,26,1,1,4,0,5
MATHNET-00qi,MathNet,Balkan Mathematical Olympiad Shortlist,,Balkan Mathematical Olympiad,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Distance chasing",,,,True,,,,proof only,English,real,"Let $I$ be the incenter of $\triangle ABC$ and let $H_a$, $H_b$, and $H_c$ be the orthocenters of $\triangle BIC$, $\triangle CIA$, and $\triangle AIB$, respectively. The line $H_aH_b$ meets $AB$ at $X$ and the line $H_aH_c$ meets $AC$ at $Y$. If the midpoint $T$ of the median $AM$ of $\triangle ABC$ lies on $XY$, prove that the line $H_aT$ is perpendicular to $BC$.",,1543,241,2,40,1,0,2,0,2
MATHNET-06fc,MathNet,CHKMO,,Hong Kong,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,,unknown,Polynomials > Polynomial operations | Sequences and Series > Recurrence relations | Sequences and Series > Telescoping series | Factorization techniques,,,,True,,,,proof only,,real,"Let $f(x) = c_m x^m + c_{m-1} x^{m-1} + \cdots + c_1 x + c_0$, where each $c_i$ is a nonzero integer. Define a sequence $\{a_n\}$ by $a_1 = 0$ and $a_{n+1} = f(a_n)$ for all positive integers $n$.

a. Let $i$ and $j$ be positive integers with $i < j$. Show that $a_{j+1} - a_j$ is a multiple of $a_{i+1} - a_i$.

b. Show that $a_{2008} \neq 0$.",,771,150,2,22,2,2,0,0,2
MATHNET-08x7,MathNet,Japan 2013 Initial Round,,Japan,Algebra,Algebraic Expressions,,unknown,Polynomials > Polynomial operations,,,,False,,,,final answer only,English,real,"Let for $k$, $0 \le k \le 9$, $a_k$ be the coefficient of the $x^k$-term in the polynomial $(x+1)^3(x+2)^3(x+3)^3$. Find the value of $a_2 + a_4 + a_6 + a_8$.",6696,645,146,1,13,1,0,0,0,1
MATHNET-0157,MathNet,Baltic Way 2008,,Baltic Way,Number Theory,Diophantine Equations | Divisibility / Factorization,,unknown,"Techniques: modulo, size analysis, order analysis, inequalities | Greatest common divisors (gcd)",,,,True,,,,proof and answer,,real,"Problem:
How many pairs $(m, n)$ of positive integers with $m < n$ fulfill the equation
$$
\frac{3}{2008} = \frac{1}{m} + \frac{1}{n} ?
$$",5,1096,215,3,34,5,0,0,0,4
