problem_id,similar_problem_id,similarity_score
MATHNET-0fvr,MATHNET-090w | MATHNET-087s | MATHNET-05qv | MATHNET-05f6 | MATHNET-0gj4 | MATHNET-0g60 | MATHNET-0gbv | MATHNET-0h39 | MATHNET-02ya | MATHNET-0h3f,0.9004 | 0.8725 | 0.8586 | 0.8572 | 0.8553 | 0.8441 | 0.8282 | 0.8280 | 0.8226 | 0.8188
MATHNET-0fw2,MATHNET-0hj7 | MATHNET-0f3n | MATHNET-0fti | MATHNET-0fyo | MATHNET-02ca | MATHNET-0hpb | MATHNET-0feu | MATHNET-0dw6 | MATHNET-0ig6 | MATHNET-0h3p,0.8753 | 0.8577 | 0.8574 | 0.8469 | 0.8375 | 0.8311 | 0.8307 | 0.8289 | 0.8250 | 0.8214
MATHNET-0fwn,MATHNET-05qu | MATHNET-0bgs | MATHNET-0efx | MATHNET-0fj3 | MATHNET-05k2 | MATHNET-0fyx | MATHNET-0bnb | MATHNET-067b | MATHNET-05i6 | MATHNET-0ads,0.8370 | 0.8344 | 0.8149 | 0.8129 | 0.7941 | 0.7937 | 0.7924 | 0.7906 | 0.7892 | 0.7871
MATHNET-0fx2,MATHNET-0gan | MATHNET-0fid | MATHNET-0g28 | MATHNET-05ys | MATHNET-02lp | MATHNET-0h39 | MATHNET-02zm | MATHNET-09rl | MATHNET-0dvx | MATHNET-09vi,0.8909 | 0.8896 | 0.8739 | 0.8685 | 0.8658 | 0.8589 | 0.8464 | 0.8459 | 0.8449 | 0.8403
MATHNET-0fxg,MATHNET-02pg | MATHNET-02nt | MATHNET-05yi | MATHNET-0g2s | MATHNET-02qx | MATHNET-05x1 | MATHNET-0cvk | MATHNET-05ta | MATHNET-02xm | MATHNET-01l1,0.8924 | 0.8759 | 0.8450 | 0.8365 | 0.8328 | 0.8209 | 0.8188 | 0.8116 | 0.8064 | 0.7992
MATHNET-0fxv,MATHNET-05qn | MATHNET-060t | MATHNET-0fg1 | MATHNET-0dmc | MATHNET-05yo | MATHNET-064l | MATHNET-05jg | MATHNET-0g3p | MATHNET-00lt | MATHNET-09tk,0.9480 | 0.9401 | 0.9230 | 0.9149 | 0.9125 | 0.9010 | 0.8864 | 0.8778 | 0.8750 | 0.8743
MATHNET-0fyo,MATHNET-0hpb | MATHNET-0f3n | MATHNET-0fti | MATHNET-0hj7 | MATHNET-02ca | MATHNET-0fw2 | MATHNET-0fk5 | MATHNET-0g7r | MATHNET-0dw6 | MATHNET-06c9,0.8902 | 0.8693 | 0.8682 | 0.8549 | 0.8511 | 0.8469 | 0.8446 | 0.8394 | 0.8357 | 0.8266
MATHNET-0fyx,MATHNET-0ads | MATHNET-067b | MATHNET-0bml | MATHNET-0fj3 | MATHNET-0il8 | MATHNET-05ia | MATHNET-09cc | MATHNET-028y | MATHNET-0apq | MATHNET-01os,0.9180 | 0.9018 | 0.8967 | 0.8782 | 0.8524 | 0.8509 | 0.8442 | 0.8310 | 0.8302 | 0.8170
MATHNET-0g0d,MATHNET-05g5 | MATHNET-07yc | MATHNET-09q7 | MATHNET-05zn | MATHNET-09vi | MATHNET-0cr9 | MATHNET-05m2 | MATHNET-05lp | MATHNET-081p | MATHNET-05z2,0.8802 | 0.8727 | 0.8709 | 0.8601 | 0.8539 | 0.8512 | 0.8454 | 0.8411 | 0.8394 | 0.8333
MATHNET-0g0v,MATHNET-05tc | MATHNET-05x1 | MATHNET-02qx | MATHNET-01l1 | MATHNET-024k | MATHNET-022e | MATHNET-0cmk | MATHNET-0fvm | MATHNET-09do | MATHNET-09qh,0.8532 | 0.8398 | 0.8181 | 0.8167 | 0.8148 | 0.8097 | 0.8083 | 0.8080 | 0.8076 | 0.8075
MATHNET-0g1b,MATHNET-05zy | MATHNET-095q | MATHNET-02vo | MATHNET-023i | MATHNET-09t7 | MATHNET-0fdi | MATHNET-0g3p | MATHNET-0dmc | MATHNET-0fxv | MATHNET-0855,0.9043 | 0.8990 | 0.8484 | 0.8386 | 0.8331 | 0.8324 | 0.8259 | 0.8208 | 0.8197 | 0.8172
MATHNET-0g1n,MATHNET-05jo | MATHNET-05m2 | MATHNET-05zn | MATHNET-05vy | MATHNET-087s | MATHNET-05z2 | MATHNET-0fid | MATHNET-02zm | MATHNET-0g9d | MATHNET-0h39,0.8903 | 0.8757 | 0.8546 | 0.8478 | 0.8432 | 0.8417 | 0.8348 | 0.8308 | 0.8262 | 0.8193
MATHNET-0g28,MATHNET-05ys | MATHNET-0fx2 | MATHNET-081p | MATHNET-0220 | MATHNET-09vi | MATHNET-09q7 | MATHNET-062q | MATHNET-0fid | MATHNET-02ya | MATHNET-0h39,0.8869 | 0.8739 | 0.8715 | 0.8669 | 0.8620 | 0.8543 | 0.8492 | 0.8449 | 0.8425 | 0.8407
MATHNET-0g2s,MATHNET-05ta | MATHNET-02pg | MATHNET-05yi | MATHNET-05x1 | MATHNET-0fxg | MATHNET-02nt | MATHNET-0fyo | MATHNET-0fk5 | MATHNET-05gq | MATHNET-0cvk,0.8922 | 0.8634 | 0.8527 | 0.8463 | 0.8365 | 0.8060 | 0.7984 | 0.7978 | 0.7973 | 0.7929
MATHNET-0g3p,MATHNET-09tk | MATHNET-0fdi | MATHNET-064l | MATHNET-05yo | MATHNET-07yc | MATHNET-0dmc | MATHNET-0fxv | MATHNET-05g5 | MATHNET-060t | MATHNET-0fnb,0.9687 | 0.9594 | 0.9340 | 0.9037 | 0.8947 | 0.8915 | 0.8778 | 0.8752 | 0.8641 | 0.8606
MATHNET-0g45,MATHNET-04ru | MATHNET-0iic | MATHNET-0gq8 | MATHNET-077k | MATHNET-03e9 | MATHNET-07gw | MATHNET-06y4 | MATHNET-0c66 | MATHNET-03ln | MATHNET-00ny,0.8398 | 0.8378 | 0.8355 | 0.8292 | 0.8277 | 0.8273 | 0.8224 | 0.8180 | 0.8174 | 0.8075
MATHNET-0g57,MATHNET-0g60 | MATHNET-0fhe | MATHNET-0gbv | MATHNET-0h8g | MATHNET-081q | MATHNET-0ebi | MATHNET-090w | MATHNET-00cu | MATHNET-09c4 | MATHNET-0ggv,0.9053 | 0.8571 | 0.8423 | 0.8420 | 0.8280 | 0.8278 | 0.8274 | 0.8261 | 0.8097 | 0.8072
MATHNET-0g60,MATHNET-0g57 | MATHNET-05f6 | MATHNET-0dvx | MATHNET-090w | MATHNET-0fvr | MATHNET-00cu | MATHNET-0h8g | MATHNET-0ebi | MATHNET-0gbv | MATHNET-0fhe,0.9053 | 0.8714 | 0.8499 | 0.8477 | 0.8441 | 0.8438 | 0.8436 | 0.8431 | 0.8409 | 0.8400
MATHNET-0g61,MATHNET-06c9 | MATHNET-0fti | MATHNET-0f3n | MATHNET-0hj7 | MATHNET-05j5 | MATHNET-0ii2 | MATHNET-02x1 | MATHNET-0h46 | MATHNET-0h3e | MATHNET-0dw6,0.9203 | 0.9052 | 0.9037 | 0.8985 | 0.8582 | 0.8479 | 0.8471 | 0.8349 | 0.8337 | 0.8333
MATHNET-0g7r,MATHNET-0h3e | MATHNET-0dw6 | MATHNET-0az2 | MATHNET-0gda | MATHNET-0ii2 | MATHNET-0ig6 | MATHNET-02ca | MATHNET-0fyo | MATHNET-0i3q | MATHNET-0ef5,0.8873 | 0.8861 | 0.8619 | 0.8611 | 0.8508 | 0.8466 | 0.8430 | 0.8394 | 0.8372 | 0.8359
MATHNET-0g9d,MATHNET-05z2 | MATHNET-0cr9 | MATHNET-0g1n | MATHNET-05jo | MATHNET-05m2 | MATHNET-05n9 | MATHNET-09sr | MATHNET-0fid | MATHNET-05zn | MATHNET-09tk,0.8645 | 0.8292 | 0.8262 | 0.8111 | 0.8053 | 0.7986 | 0.7954 | 0.7875 | 0.7861 | 0.7855
MATHNET-0gan,MATHNET-0dvx | MATHNET-02lp | MATHNET-0fx2 | MATHNET-0h39 | MATHNET-09rl | MATHNET-0h3f | MATHNET-0fid | MATHNET-0doe | MATHNET-0g28 | MATHNET-02zm,0.9138 | 0.8934 | 0.8909 | 0.8721 | 0.8563 | 0.8555 | 0.8536 | 0.8532 | 0.8369 | 0.8363
MATHNET-0gbv,MATHNET-09c4 | MATHNET-090w | MATHNET-0g57 | MATHNET-0g60 | MATHNET-0fvr | MATHNET-0h8g | MATHNET-05qv | MATHNET-00cu | MATHNET-0ebi | MATHNET-0fru,0.8549 | 0.8440 | 0.8423 | 0.8409 | 0.8282 | 0.8226 | 0.8093 | 0.8080 | 0.8039 | 0.8012
MATHNET-0gda,MATHNET-0az2 | MATHNET-0jdx | MATHNET-014t | MATHNET-0g7r | MATHNET-02xm | MATHNET-05j5 | MATHNET-0h3e | MATHNET-0dw6 | MATHNET-02pg | MATHNET-05gq,0.9525 | 0.8763 | 0.8701 | 0.8611 | 0.8399 | 0.8221 | 0.8188 | 0.8176 | 0.8128 | 0.8107
MATHNET-0gdx,MATHNET-01bj | MATHNET-02h7 | MATHNET-0le9 | MATHNET-08kn | MATHNET-0ijk | MATHNET-049z | MATHNET-0759 | MATHNET-07mb | MATHNET-099l | MATHNET-0d6e,0.8431 | 0.8061 | 0.7810 | 0.7790 | 0.7737 | 0.7629 | 0.7562 | 0.7519 | 0.7467 | 0.7462
MATHNET-0gfd,MATHNET-0bw4 | MATHNET-0beo | MATHNET-0bpv | MATHNET-0c4x | MATHNET-0caz | MATHNET-0gfv | MATHNET-0bdr | MATHNET-0bl4 | MATHNET-0gfg | MATHNET-0l7k,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0gfg,MATHNET-0bw4 | MATHNET-0l7k | MATHNET-0c4x | MATHNET-0bpv | MATHNET-0beo | MATHNET-0002 | MATHNET-0bl4 | MATHNET-0caz | MATHNET-0gfd | MATHNET-0bdr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0gfv,MATHNET-0bw4 | MATHNET-0c4x | MATHNET-0l7k | MATHNET-0bpv | MATHNET-0beo | MATHNET-0caz | MATHNET-0bl4 | MATHNET-0gfd | MATHNET-0gfg | MATHNET-0bdr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0gfz,MATHNET-0044 | MATHNET-0dgx | MATHNET-09ka | MATHNET-0f03 | MATHNET-0cie | MATHNET-0dgr | MATHNET-0gg9 | MATHNET-0f1q | MATHNET-01nc | MATHNET-0fg6,0.9955 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867
MATHNET-0gg9,MATHNET-01t8 | MATHNET-0dgx | MATHNET-09ka | MATHNET-0dgr | MATHNET-04uw | MATHNET-0c1x | MATHNET-0fg6 | MATHNET-01nc | MATHNET-0f03 | MATHNET-09jr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0ggp,MATHNET-08pm | MATHNET-00et | MATHNET-0gqz | MATHNET-04x6 | MATHNET-0b7n | MATHNET-00rl | MATHNET-0930 | MATHNET-0cg1 | MATHNET-047k | MATHNET-0c1d,0.7803 | 0.7795 | 0.7603 | 0.7593 | 0.7527 | 0.7463 | 0.7397 | 0.7396 | 0.7370 | 0.7369
MATHNET-0ggv,MATHNET-081q | MATHNET-0fhe | MATHNET-0fv2 | MATHNET-0h8g | MATHNET-0dvk | MATHNET-0fru | MATHNET-08kq | MATHNET-09c4 | MATHNET-0bui | MATHNET-0g57,0.9457 | 0.8696 | 0.8694 | 0.8645 | 0.8396 | 0.8380 | 0.8252 | 0.8247 | 0.8175 | 0.8072
MATHNET-0gii,MATHNET-0axe | MATHNET-0apd | MATHNET-0jpj | MATHNET-0jxx | MATHNET-0ab4 | MATHNET-0iy8 | MATHNET-0eao | MATHNET-0e84 | MATHNET-0e8i | MATHNET-04bo,0.9602 | 0.9135 | 0.8560 | 0.8451 | 0.8364 | 0.8022 | 0.7952 | 0.7952 | 0.7952 | 0.7933
MATHNET-0gj4,MATHNET-05qv | MATHNET-0h3f | MATHNET-0fvr | MATHNET-090w | MATHNET-02ya | MATHNET-0cmp | MATHNET-0fre | MATHNET-05f6 | MATHNET-0h39 | MATHNET-087s,0.9324 | 0.8561 | 0.8553 | 0.8539 | 0.8320 | 0.8276 | 0.8271 | 0.8257 | 0.8244 | 0.8173
MATHNET-0gk7,MATHNET-0f0z | MATHNET-014r | MATHNET-0jld | MATHNET-0dsa | MATHNET-0f8j | MATHNET-0j86 | MATHNET-0590 | MATHNET-02er | MATHNET-03us | MATHNET-0jqi,0.7231 | 0.7068 | 0.6991 | 0.6946 | 0.6775 | 0.6526 | 0.6516 | 0.6503 | 0.6420 | 0.6376
MATHNET-0glc,MATHNET-0kfw | MATHNET-0906 | MATHNET-05dk | MATHNET-0akr | MATHNET-0217 | MATHNET-0455 | MATHNET-06pl | MATHNET-04t3 | MATHNET-0bow | MATHNET-04u6,0.9543 | 0.9171 | 0.9135 | 0.8775 | 0.8154 | 0.8108 | 0.7876 | 0.7398 | 0.7301 | 0.7255
MATHNET-0gle,MATHNET-06x6 | MATHNET-0cnn | MATHNET-0d0v | MATHNET-0lgk | MATHNET-0dzm | MATHNET-00f5 | MATHNET-06xr | MATHNET-03nj | MATHNET-0clu | MATHNET-0h10,0.9272 | 0.9047 | 0.9002 | 0.8977 | 0.8381 | 0.8025 | 0.7978 | 0.7948 | 0.7920 | 0.7765
MATHNET-0gm2,MATHNET-04st | MATHNET-04ch | MATHNET-0a32 | MATHNET-0ar9 | MATHNET-0au5 | MATHNET-000t | MATHNET-09u9 | MATHNET-0anq | MATHNET-0br0 | MATHNET-0lad,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0gme,MATHNET-04hy | MATHNET-0dd1 | MATHNET-0eyj | MATHNET-0f78 | MATHNET-001e | MATHNET-0f9f | MATHNET-04iq | MATHNET-04up | MATHNET-02n9 | MATHNET-009e,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 0.9737 | 0.9737
MATHNET-0gn8,MATHNET-0a4k | MATHNET-0528 | MATHNET-0hhz | MATHNET-00mi | MATHNET-0ibu | MATHNET-0krr | MATHNET-0iaq | MATHNET-0gx3 | MATHNET-06mm | MATHNET-0j50,0.8740 | 0.8262 | 0.8080 | 0.8046 | 0.8002 | 0.7865 | 0.7791 | 0.7725 | 0.7702 | 0.7659
MATHNET-0gp4,MATHNET-0gyd | MATHNET-0biz | MATHNET-0f42 | MATHNET-09iq | MATHNET-0kpx | MATHNET-00nu | MATHNET-08l3 | MATHNET-0j50 | MATHNET-0aus | MATHNET-0hog,0.9051 | 0.8999 | 0.8482 | 0.8204 | 0.8157 | 0.8085 | 0.8073 | 0.8036 | 0.8001 | 0.7938
MATHNET-0gps,MATHNET-0bxl | MATHNET-01l8 | MATHNET-0k94 | MATHNET-0hog | MATHNET-0da8 | MATHNET-01ef | MATHNET-0bot | MATHNET-0aus | MATHNET-064u | MATHNET-08kv,0.8047 | 0.7988 | 0.7940 | 0.7872 | 0.7838 | 0.7759 | 0.7726 | 0.7623 | 0.7607 | 0.7551
MATHNET-0gq8,MATHNET-06y4 | MATHNET-04qz | MATHNET-0g45 | MATHNET-07gw | MATHNET-01b9 | MATHNET-00rl | MATHNET-00ps | MATHNET-0iic | MATHNET-04ru | MATHNET-07x2,0.8586 | 0.8411 | 0.8355 | 0.8283 | 0.8179 | 0.7922 | 0.7905 | 0.7887 | 0.7857 | 0.7855
MATHNET-0gqo,MATHNET-0hvc | MATHNET-07oo | MATHNET-0d0s | MATHNET-02dy | MATHNET-07la | MATHNET-0b1m | MATHNET-0e08 | MATHNET-0bg5 | MATHNET-0528 | MATHNET-0jzx,0.9446 | 0.9284 | 0.9048 | 0.9028 | 0.8739 | 0.8645 | 0.8578 | 0.8553 | 0.8476 | 0.8444
MATHNET-0gqz,MATHNET-0cg1 | MATHNET-0e73 | MATHNET-03t6 | MATHNET-00et | MATHNET-08pm | MATHNET-0ggp | MATHNET-06dp | MATHNET-0500 | MATHNET-0eak | MATHNET-00va,0.8372 | 0.7907 | 0.7824 | 0.7824 | 0.7631 | 0.7603 | 0.7541 | 0.7532 | 0.7507 | 0.7485
MATHNET-0gtj,MATHNET-0ikl | MATHNET-02f2 | MATHNET-0fev | MATHNET-00kp | MATHNET-0adb | MATHNET-0h27 | MATHNET-0il8 | MATHNET-0ft3 | MATHNET-0h46 | MATHNET-0jw5,0.9176 | 0.9088 | 0.9000 | 0.8879 | 0.8848 | 0.8545 | 0.8464 | 0.8256 | 0.8178 | 0.8171
MATHNET-0gx3,MATHNET-04a8 | MATHNET-06mm | MATHNET-0bmx | MATHNET-0k97 | MATHNET-0d5z | MATHNET-0ena | MATHNET-0ka4 | MATHNET-03f4 | MATHNET-0acd | MATHNET-07vc,0.9457 | 0.9216 | 0.9162 | 0.9000 | 0.8920 | 0.8890 | 0.8562 | 0.8466 | 0.8356 | 0.8194
MATHNET-0gxz,MATHNET-0l0n | MATHNET-03bc | MATHNET-0bnh | MATHNET-03zv | MATHNET-0bmx | MATHNET-0bg5 | MATHNET-0hc1 | MATHNET-0ena | MATHNET-0ka4 | MATHNET-03bq,0.8409 | 0.8350 | 0.8307 | 0.7989 | 0.7987 | 0.7969 | 0.7956 | 0.7951 | 0.7934 | 0.7911
MATHNET-0gy1,MATHNET-08im | MATHNET-0j12 | MATHNET-0e5q | MATHNET-04p0 | MATHNET-0d0r | MATHNET-0fad | MATHNET-09jx | MATHNET-0k0z | MATHNET-0jv5 | MATHNET-0cey,0.7317 | 0.7183 | 0.7117 | 0.6973 | 0.6904 | 0.6886 | 0.6838 | 0.6782 | 0.6734 | 0.6674
MATHNET-0gyd,MATHNET-0gp4 | MATHNET-09iq | MATHNET-00nu | MATHNET-0hog | MATHNET-0hxe | MATHNET-0biz | MATHNET-0cz9 | MATHNET-0j50 | MATHNET-0bn3 | MATHNET-0kpx,0.9051 | 0.8774 | 0.8505 | 0.8335 | 0.8326 | 0.8307 | 0.8263 | 0.8198 | 0.8147 | 0.8146
MATHNET-0h10,MATHNET-00s2 | MATHNET-03nj | MATHNET-00f5 | MATHNET-03gy | MATHNET-0cnn | MATHNET-0lgk | MATHNET-05aq | MATHNET-06x6 | MATHNET-0gle | MATHNET-0dzm,0.9354 | 0.9028 | 0.8407 | 0.8027 | 0.7849 | 0.7845 | 0.7812 | 0.7807 | 0.7765 | 0.7722
MATHNET-0h1p,MATHNET-01kt | MATHNET-0j3m | MATHNET-0752 | MATHNET-08pg | MATHNET-0jnd | MATHNET-0a4r | MATHNET-0jgr | MATHNET-02eg | MATHNET-0bx8 | MATHNET-01dv,0.7993 | 0.7939 | 0.7911 | 0.7911 | 0.7775 | 0.7772 | 0.7696 | 0.7686 | 0.7661 | 0.7530
MATHNET-0h27,MATHNET-0adb | MATHNET-00kp | MATHNET-02f2 | MATHNET-0jw5 | MATHNET-0fev | MATHNET-0gtj | MATHNET-0fk4 | MATHNET-0ikl | MATHNET-0ii2 | MATHNET-0h46,0.9326 | 0.9238 | 0.9021 | 0.8962 | 0.8569 | 0.8545 | 0.8528 | 0.8398 | 0.8364 | 0.8332
MATHNET-0h2a,MATHNET-007d | MATHNET-037b | MATHNET-08yd | MATHNET-00ug | MATHNET-032t | MATHNET-0htx | MATHNET-0hjb | MATHNET-0jc8 | MATHNET-0jh7 | MATHNET-03ma,0.7989 | 0.7989 | 0.7980 | 0.7897 | 0.7842 | 0.7840 | 0.7818 | 0.7816 | 0.7793 | 0.7747
MATHNET-0h39,MATHNET-02zm | MATHNET-0dvx | MATHNET-0fid | MATHNET-05f6 | MATHNET-02ya | MATHNET-0gan | MATHNET-0fx2 | MATHNET-0g28 | MATHNET-02lp | MATHNET-05ys,0.9349 | 0.9070 | 0.8811 | 0.8769 | 0.8764 | 0.8721 | 0.8589 | 0.8407 | 0.8361 | 0.8335
MATHNET-0h3e,MATHNET-0ig6 | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-0g7r | MATHNET-0h3p | MATHNET-0hj7 | MATHNET-014t | MATHNET-02ca | MATHNET-0h46 | MATHNET-0fti,0.9432 | 0.9364 | 0.9284 | 0.8873 | 0.8575 | 0.8568 | 0.8556 | 0.8480 | 0.8374 | 0.8367
MATHNET-0h3f,MATHNET-0doe | MATHNET-0fre | MATHNET-0fjo | MATHNET-05qv | MATHNET-0gj4 | MATHNET-0gan | MATHNET-09vi | MATHNET-02lp | MATHNET-0fx2 | MATHNET-0dvx,0.9181 | 0.8711 | 0.8703 | 0.8644 | 0.8561 | 0.8555 | 0.8521 | 0.8435 | 0.8340 | 0.8340
MATHNET-0h3p,MATHNET-0ig6 | MATHNET-0ii2 | MATHNET-0h3e | MATHNET-029k | MATHNET-0dw6 | MATHNET-0jw5 | MATHNET-0hj7 | MATHNET-01qj | MATHNET-0irf | MATHNET-0fw2,0.9034 | 0.8715 | 0.8575 | 0.8566 | 0.8448 | 0.8308 | 0.8255 | 0.8251 | 0.8236 | 0.8214
MATHNET-0h46,MATHNET-0irf | MATHNET-01qj | MATHNET-02x1 | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-00kp | MATHNET-0ig6 | MATHNET-0fti | MATHNET-0f3n | MATHNET-0h3e,0.9774 | 0.9615 | 0.9018 | 0.8794 | 0.8662 | 0.8473 | 0.8400 | 0.8384 | 0.8378 | 0.8374
MATHNET-0h61,MATHNET-020e | MATHNET-045v | MATHNET-04v9 | MATHNET-0479 | MATHNET-0bhh | MATHNET-077p | MATHNET-07uh | MATHNET-03e9 | MATHNET-06xj | MATHNET-00hy,0.9037 | 0.8893 | 0.8765 | 0.8595 | 0.8498 | 0.8264 | 0.8183 | 0.8179 | 0.8170 | 0.8144
MATHNET-0h6j,MATHNET-0hls | MATHNET-0iaq | MATHNET-0j8y | MATHNET-0jqw | MATHNET-0ibu | MATHNET-0b1m | MATHNET-0f88 | MATHNET-0d0s | MATHNET-0hhz | MATHNET-07oo,0.8360 | 0.7966 | 0.7858 | 0.7779 | 0.7762 | 0.7749 | 0.7716 | 0.7715 | 0.7713 | 0.7667
MATHNET-0h8g,MATHNET-0fhe | MATHNET-081q | MATHNET-0ggv | MATHNET-02lp | MATHNET-0g60 | MATHNET-0g57 | MATHNET-09c4 | MATHNET-0gbv | MATHNET-0buy | MATHNET-0fru,0.8964 | 0.8851 | 0.8645 | 0.8552 | 0.8436 | 0.8420 | 0.8241 | 0.8226 | 0.8204 | 0.8174
MATHNET-0h8n,MATHNET-0hn5 | MATHNET-0hfw | MATHNET-0542 | MATHNET-039t | MATHNET-0iqf | MATHNET-0f88 | MATHNET-0juf | MATHNET-0joq | MATHNET-0ay0 | MATHNET-0l5j,0.9129 | 0.8604 | 0.8597 | 0.8509 | 0.8490 | 0.8480 | 0.8440 | 0.8395 | 0.8369 | 0.8168
MATHNET-0h9m,MATHNET-06fe | MATHNET-0hgo | MATHNET-0d7d | MATHNET-0djq | MATHNET-0idn | MATHNET-0dau | MATHNET-0ihr | MATHNET-0eug | MATHNET-09ho | MATHNET-0f9k,0.9131 | 0.9052 | 0.8542 | 0.7954 | 0.7818 | 0.7768 | 0.7646 | 0.7325 | 0.6912 | 0.6901
MATHNET-0hai,MATHNET-0dvk | MATHNET-0fru | MATHNET-05gq | MATHNET-0fv2 | MATHNET-08kq | MATHNET-05x1 | MATHNET-0bui | MATHNET-05ta | MATHNET-02nt | MATHNET-05k2,0.8821 | 0.8691 | 0.8674 | 0.8503 | 0.8460 | 0.8415 | 0.8383 | 0.8370 | 0.8367 | 0.8280
MATHNET-0hak,MATHNET-0dtj | MATHNET-0e2b | MATHNET-0bfx | MATHNET-03w8 | MATHNET-04k6 | MATHNET-039y | MATHNET-0k0z | MATHNET-08py | MATHNET-0cey | MATHNET-0jv5,0.7597 | 0.7542 | 0.7371 | 0.7304 | 0.7194 | 0.7129 | 0.7068 | 0.7043 | 0.6979 | 0.6877
MATHNET-0hax,MATHNET-035k | MATHNET-08tg | MATHNET-07gp | MATHNET-04iz | MATHNET-010r | MATHNET-08nc | MATHNET-07ko | MATHNET-0le8 | MATHNET-0cwk | MATHNET-01ud,0.7944 | 0.7940 | 0.7640 | 0.7394 | 0.7359 | 0.7305 | 0.7246 | 0.7240 | 0.7180 | 0.7144
MATHNET-0hc1,MATHNET-00p6 | MATHNET-03zv | MATHNET-00nu | MATHNET-0j50 | MATHNET-03di | MATHNET-0l0n | MATHNET-0kpx | MATHNET-0hhz | MATHNET-0ibu | MATHNET-064u,0.9755 | 0.9286 | 0.8630 | 0.8627 | 0.8367 | 0.8312 | 0.8303 | 0.8171 | 0.8159 | 0.8094
MATHNET-0hdo,MATHNET-06h1 | MATHNET-0bwb | MATHNET-0dil | MATHNET-00k4 | MATHNET-0avj | MATHNET-0925 | MATHNET-0j4z | MATHNET-0157 | MATHNET-0a9f | MATHNET-065e,0.8834 | 0.8524 | 0.8279 | 0.8057 | 0.8026 | 0.8015 | 0.7954 | 0.7933 | 0.7882 | 0.7803
MATHNET-0hfw,MATHNET-0f88 | MATHNET-0h8n | MATHNET-0hn5 | MATHNET-0hz2 | MATHNET-0j8y | MATHNET-0ko4 | MATHNET-02dy | MATHNET-0dts | MATHNET-07la | MATHNET-0jqw,0.8928 | 0.8604 | 0.8553 | 0.8503 | 0.8479 | 0.8477 | 0.8405 | 0.8396 | 0.8365 | 0.8363
MATHNET-0hgo,MATHNET-06fe | MATHNET-0h9m | MATHNET-0d7d | MATHNET-0djq | MATHNET-0ihr | MATHNET-0dau | MATHNET-0idn | MATHNET-0eug | MATHNET-09ho | MATHNET-0f9k,0.9855 | 0.9052 | 0.8595 | 0.8360 | 0.7890 | 0.7856 | 0.7638 | 0.7333 | 0.6997 | 0.6990
MATHNET-0hhz,MATHNET-0ibu | MATHNET-0a4k | MATHNET-0jzx | MATHNET-0b1m | MATHNET-07la | MATHNET-00mi | MATHNET-0e08 | MATHNET-02dy | MATHNET-0l0n | MATHNET-0hvc,0.9844 | 0.8729 | 0.8675 | 0.8666 | 0.8609 | 0.8586 | 0.8533 | 0.8496 | 0.8486 | 0.8459
MATHNET-0hj7,MATHNET-0fti | MATHNET-0f3n | MATHNET-0g61 | MATHNET-0fw2 | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-06c9 | MATHNET-0ig6 | MATHNET-0h3e | MATHNET-0fyo,0.9241 | 0.9229 | 0.8985 | 0.8753 | 0.8624 | 0.8603 | 0.8589 | 0.8580 | 0.8568 | 0.8549
MATHNET-0hjb,MATHNET-0dsa | MATHNET-0dla | MATHNET-0jld | MATHNET-00ug | MATHNET-03ma | MATHNET-078n | MATHNET-0jc8 | MATHNET-037b | MATHNET-0f8j | MATHNET-0h2a,0.8412 | 0.8292 | 0.8189 | 0.8172 | 0.8104 | 0.8056 | 0.8025 | 0.7924 | 0.7917 | 0.7818
MATHNET-0hls,MATHNET-0iaq | MATHNET-0j8y | MATHNET-0kpf | MATHNET-0jqw | MATHNET-0h6j | MATHNET-0f88 | MATHNET-039t | MATHNET-0iqf | MATHNET-0542 | MATHNET-0ko4,0.8883 | 0.8726 | 0.8596 | 0.8503 | 0.8360 | 0.8345 | 0.8318 | 0.8314 | 0.8201 | 0.8058
