problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-0bvn,Number Theory,Divisibility / Factorization | Modular Arithmetic,Inverses mod n | Greatest common divisors (gcd),proof and answer,0.5092936802973977,0.6116452991452992,0.0,0.7545592705167175,0.9665178571428571,0.6016994158258099,0.8461538461538461,0.9459459459459459,0.5244310145300244
MATHNET-0j8y,Geometry,Plane Geometry,Triangles > Triangle trigonometry,proof and answer,0.1598513011152416,0.15224358974358973,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.21534653465346526
MATHNET-0fj3,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Functional Equations > Injectivity / surjectivity | Induction / smoothing,proof and answer,0.5082315454062666,0.36111111111111116,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.9054054054054054,0.24386010029574387
MATHNET-0j20,Statistics,Probability,Counting Methods > Other,proof and answer,0.580987785448752,0.7051282051282051,0.6587795765877957,0.0,0.552827380952381,0.6919808815719597,0.8461538461538461,0.2702702702702703,0.5580558055805581
MATHNET-0dps,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Combinatorial Geometry > Helly's theorem | Combinatorial Geometry > Convex hulls | Pigeonhole principle,proof only,0.956452469463622,0.9492521367521367,0.8188044831880449,0.8882978723404256,0.9665178571428571,0.9320233669676048,1.0,0.9459459459459459,0.9261283271184264
MATHNET-09xk,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Invariants / monovariants | Induction / smoothing | Sequences and Series > Sums and products,proof and answer,0.9044078597981944,0.8584401709401709,0.8804483188044833,0.8366261398176291,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.9054054054054054,0.8173460203163173
MATHNET-09jj,Number Theory,Diophantine Equations | Divisibility / Factorization,"Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9459459459459459,0.038575286100038575
MATHNET-072u,Geometry,Plane Geometry,Triangles | Miscellaneous > Angle chasing,proof only,0.4843335103558152,0.5422008547008548,0.8804483188044833,0.7545592705167175,0.783482142857143,0.4843335103558152,1.0,0.8918918918918919,0.6627877073421629
MATHNET-0ej1,Geometry,Solid Geometry,Surface Area | 3D Shapes | Other 3D problems,MCQ,0.15135422198619225,0.1917735042735043,0.0,0.0,0.0,0.32713754646840143,0.0,0.8918918918918919,0.11280056577086277
MATHNET-017c,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,Fermat / Euler / Wilson theorems | Pigeonhole principle,proof only,0.5464684014869887,0.5865384615384616,0.5292652552926526,0.7545592705167175,0.552827380952381,0.6016994158258099,1.0,0.972972972972973,0.6095216664523596
MATHNET-0k1e,Statistics,Probability,Counting Methods > Other,proof and answer,0.12692511949017524,0.17254273504273504,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.2702702702702703,0.12398739873987397
MATHNET-0bh8,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Sequences and Series > Sums and products | Analytic / Coordinate Methods > Trigonometry,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8513513513513513,0.036325061077536316
MATHNET-0jnd,Number Theory,Divisibility / Factorization | Modular Arithmetic,Chinese remainder theorem | Fermat / Euler / Wilson theorems | Greatest common divisors (gcd) | Inverses mod n | Prime numbers,proof and answer,0.7110993096123207,0.7051282051282051,0.8188044831880449,0.6109422492401216,0.783482142857143,0.7594264471587892,0.8461538461538461,0.9459459459459459,0.7443101453002444
MATHNET-0ab4,Algebra,Prealgebra / Basic Algebra,Integers,final answer only,0.07806691449814125,0.09455128205128205,0.0,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8108108108108109,0.0884338433843384
MATHNET-07cj,Algebra,Algebraic Expressions | Equations and Inequalities,QM-AM-GM-HM / Power Mean | Cauchy-Schwarz | Polynomials > Symmetric functions,proof only,0.8279341476367499,0.7051282051282051,0.9221668742216688,0.0,0.552827380952381,0.32713754646840143,1.0,0.8108108108108109,0.6473575929021473
MATHNET-09qh,Discrete Mathematics | Number Theory,Combinatorics | Other,"Coloring schemes, extremal arguments | Induction / smoothing",proof and answer,0.6664896441848115,0.3888888888888889,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,0.972972972972973,0.3545711714028546
MATHNET-01b8,Algebra,Algebraic Expressions,"Polynomials > Polynomial operations | Polynomials > Irreducibility: Rational Root Theorem, Gauss's Lemma, Eisenstein",proof only,0.8321826872012746,0.8685897435897436,0.8188044831880449,0.952887537993921,0.8757440476190478,0.8672331386086033,1.0,0.8108108108108109,0.8707727915648708
MATHNET-0ii2,Number Theory,Divisibility / Factorization | Residues and Primitive Roots,Quadratic residues | Factorization techniques,proof and answer,0.0844397238449283,0.13301282051282054,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.12263726372637261
MATHNET-0bnb,Algebra,Equations and Inequalities,Cauchy-Schwarz | Linear and quadratic inequalities,proof only,0.5135422198619225,0.4551282051282052,0.0,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.2662980583772664
MATHNET-09jr,Geometry,Plane Geometry,Quadrilaterals | Analytic / Coordinate Methods > Cartesian coordinates | Transformations > Homothety,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0jpj,Number Theory,Other,,final answer only,0.13860860329261812,0.08173076923076925,0.0,0.0,0.0,0.1486988847583643,0.3076923076923077,0.9459459459459459,0.08239038189533238
MATHNET-05i6,Algebra,Algebraic Expressions,Functional Equations,proof and answer,0.35156664896441847,0.33653846153846156,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.22084351292272086
MATHNET-00f0,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,"Counting two ways | Coloring schemes, extremal arguments | Cauchy-Schwarz",proof only,0.6983536909187467,0.7895299145299146,0.5292652552926526,0.6109422492401216,0.6845238095238095,0.1486988847583643,1.0,0.9054054054054054,0.6196476790536198
MATHNET-0dyz,Geometry,Plane Geometry,Concurrency and Collinearity > Menelaus' theorem | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci,proof only,0.7015400955921401,0.6752136752136753,0.5292652552926526,0.0,0.0,0.4843335103558152,1.0,0.8918918918918919,0.5034074836055035
MATHNET-0k65,Geometry,Plane Geometry,Combinatorial Geometry | Miscellaneous > Constructions and loci,proof and answer,0.7031332979288369,0.49198717948717957,0.5292652552926526,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8918918918918919,0.42365307959367376
MATHNET-0l68,Geometry,Plane Geometry,Transformations > Inversion | Analytic / Coordinate Methods > Cartesian coordinates | Circles > Tangents,final answer only,0.5698353690918746,0.4738247863247863,0.7540473225404732,0.0,0.0,0.7594264471587892,0.3076923076923077,0.8918918918918919,0.48595216664523605
MATHNET-0dvk,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Angle chasing",proof only,0.3021773765268189,0.4150641025641026,0.0,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.26465860871801467
MATHNET-0ig6,Discrete Mathematics,Combinatorics,"Enumeration with symmetry | Recursion, bijection",proof and answer,0.1072756240042485,0.09455128205128205,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,1.0,0.12250867943937252
MATHNET-08l3,Algebra,Algebraic Expressions,Polynomials > Symmetric functions,proof and answer,0.19065321295804566,0.21901709401709404,0.8188044831880449,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.3081522437958082
MATHNET-01el,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",proof only,0.46574614976101963,0.5966880341880343,0.8804483188044833,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.4856307059277356
MATHNET-0g1n,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof only,0.6378120021242698,0.8034188034188033,0.0,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.41603446058891613
MATHNET-0g57,Algebra,Intermediate Algebra,Other,proof and answer,0.3834306956983537,0.576388888888889,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.2908898032660409
MATHNET-0dk0,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Triangles > Triangle inequalities | Geometric Inequalities > Triangle inequalities | Geometric Inequalities > Optimization in geometry | Linear and quadratic inequalities,proof and answer,0.6537440254912374,0.5865384615384616,0.5292652552926526,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8513513513513513,0.42779992284942797
MATHNET-0f7p,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Integers,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8783783783783784,0.03696798251253697
MATHNET-0bot,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,Sequences and Series > Sums and products | Linear and quadratic inequalities | Fractions,proof and answer,0.31810939989378645,0.33653846153846156,0.7540473225404732,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.36845827439886847
MATHNET-05yo,Geometry,Plane Geometry,Circles > Tangents | Quadrilaterals > Cyclic quadrilaterals | Transformations > Homothety | Transformations > Rotation | Analytic / Coordinate Methods > Cartesian coordinates | Analytic / Coordinate Methods > Vectors | Miscellaneous > Angle chasing,proof only,0.8783855549654805,0.8771367521367521,0.0,0.0,0.0,0.8672331386086033,1.0,0.8918918918918919,0.5197376880545198
MATHNET-0jxx,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations,final answer only,0.09346787041954328,0.13301282051282054,0.0,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8108108108108109,0.0991063392053491
MATHNET-0krr,Algebra | Geometry,Plane Geometry | Prealgebra / Basic Algebra,Analytic / Coordinate Methods > Vectors | Simple Equations,proof and answer,0.46787041954328196,0.31143162393162394,0.34993773349937735,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8513513513513513,0.29609746688954613
MATHNET-0b2w,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing | Analytic / Coordinate Methods > Trigonometry",proof and answer,0.39139670738183746,0.4150641025641026,0.5292652552926526,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8918918918918919,0.4000578629291501
MATHNET-0dts,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof only,0.12373871481678171,0.2884615384615385,0.5292652552926526,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.2746560370322746
MATHNET-0jjl,Geometry,Plane Geometry,Triangles > Triangle trigonometry,final answer only,0.06956983536909186,0.11591880341880342,0.34993773349937735,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8918918918918919,0.16442715700141441
MATHNET-08o1,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Concurrency and Collinearity | Miscellaneous > Angle chasing,proof only,0.5974508762612851,0.7462606837606838,0.7540473225404732,0.0,0.0,0.6919808815719597,1.0,0.8918918918918919,0.5625884016973127
MATHNET-0htx,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",proof only,0.26606479022835894,0.31143162393162394,0.6587795765877957,0.0,0.552827380952381,0.32713754646840143,1.0,0.8918918918918919,0.38777806352063776
MATHNET-0cus,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments",proof and answer,0.8003186404673394,0.5261752136752137,0.0,0.0,0.783482142857143,0.8374933616569304,0.8461538461538461,1.0,0.4977176289057479
MATHNET-0j3m,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Transformations > Rotation | Geometric Inequalities > Optimization in geometry | Miscellaneous > Angle chasing",proof and answer,0.49973446627721724,0.6623931623931625,0.6587795765877957,0.6109422492401216,0.6845238095238095,0.6016994158258099,0.8461538461538461,0.8918918918918919,0.6234409155201236
MATHNET-0bo4,Algebra | Number Theory,Modular Arithmetic | Prealgebra / Basic Algebra,Integers,proof only,0.663303239511418,0.5422008547008548,0.7540473225404732,0.0,0.552827380952381,0.6016994158258099,1.0,0.8783783783783784,0.5782113925678283
MATHNET-05g5,Geometry,Plane Geometry,Quadrilaterals > Quadrilaterals with perpendicular diagonals | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.7482740308019118,0.6917735042735044,0.0,0.0,0.0,0.8672331386086033,1.0,0.8918918918918919,0.4547704770477049
MATHNET-078n,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Invariants / monovariants",proof and answer,0.44344131704726497,0.3888888888888889,0.5292652552926526,0.0,0.6845238095238095,0.6016994158258099,0.8461538461538461,1.0,0.4587244438729587
MATHNET-03n8,Algebra | Discrete Mathematics,Combinatorics | Linear Algebra,Invariants / monovariants | Vectors,proof only,0.9065321295804567,0.8856837606837606,0.6587795765877957,0.9224924012158056,0.9278273809523812,0.9320233669676048,1.0,0.9054054054054054,0.8695512408383695
MATHNET-0hai,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean | Linear and quadratic inequalities,proof only,0.31810939989378645,0.31143162393162394,0.0,0.0,0.0,0.6016994158258099,1.0,0.8108108108108109,0.2478783592644979
MATHNET-01k3,Discrete Mathematics,Combinatorics,Games / greedy algorithms | Induction / smoothing,proof and answer,0.6643653744025492,0.33653846153846156,0.5292652552926526,0.0,0.8415178571428571,0.6919808815719597,0.8461538461538461,1.0,0.5272598688440274
MATHNET-0839,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Invariants / monovariants",proof and answer,0.7227827934147637,0.2676282051282051,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,1.0,0.28118168959753126
MATHNET-0f9k,Geometry,Plane Geometry,Quadrilaterals | Miscellaneous > Angle chasing,proof only,0.09506107275624003,0.24145299145299148,0.34993773349937735,0.6109422492401216,0.0,0.32713754646840143,1.0,0.8918918918918919,0.29972997299729975
MATHNET-00cv,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Prealgebra / Basic Algebra,"Sequences and Series > Sums and products | Coloring schemes, extremal arguments | Integers",proof and answer,0.400955921402018,0.560363247863248,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.9054054054054054,0.2538575286100038
MATHNET-0h39,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Other | Prealgebra / Basic Algebra,Invariants / monovariants | Integers,proof and answer,0.5878916622411046,0.6623931623931625,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.918918918918919,0.3727015558698727
MATHNET-0ig4,Calculus,Differential Calculus | Differential Equations,ODEs | Derivatives,proof and answer,0.3977695167286245,0.4738247863247863,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.6756756756756757,0.3258647293300759
MATHNET-03gy,Geometry,Plane Geometry,Analytic / Coordinate Methods > Cartesian coordinates | Miscellaneous > Constructions and loci | Miscellaneous > Distance chasing,proof and answer,0.7769516728624536,0.8728632478632478,0.5292652552926526,0.0,0.0,0.7594264471587892,0.8461538461538461,0.8918918918918919,0.5842227079850842
MATHNET-0jtz,Number Theory,Diophantine Equations | Modular Arithmetic,"Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.7578332448220925,0.8157051282051282,0.6587795765877957,0.7545592705167175,0.6845238095238095,0.8374933616569304,0.8461538461538461,0.9459459459459459,0.7616690240452619
MATHNET-0ebi,Number Theory,Divisibility / Factorization | Modular Arithmetic,Greatest common divisors (gcd) | Prime numbers | Inverses mod n,proof and answer,0.3924588422729686,0.5865384615384616,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.2790921949337791
MATHNET-09iq,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Circles > Radical axis theorem | Miscellaneous > Angle chasing,proof only,0.1933085501858736,0.33653846153846156,0.7540473225404732,0.0,0.0,0.1486988847583643,1.0,0.8918918918918919,0.32499678539282506
MATHNET-0doe,Geometry,Plane Geometry,Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals | Concurrency and Collinearity > Pappus theorem,proof only,0.4572490706319702,0.6917735042735044,0.0,0.0,0.0,0.7594264471587892,1.0,0.8918918918918919,0.3712549826411213
MATHNET-0590,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof only,0.4545937334041423,0.2676282051282051,0.34993773349937735,0.0,0.6845238095238095,0.6016994158258099,1.0,1.0,0.4089301787321589
MATHNET-05tl,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,"Techniques: modulo, size analysis, order analysis, inequalities | Factorization techniques",proof and answer,0.9532660647902284,0.9754273504273504,0.0,0.6109422492401216,0.0,0.9405204460966543,0.8461538461538461,0.9459459459459459,0.6368779735116369
MATHNET-00et,Algebra | Number Theory,Algebraic Number Theory | Other | Prealgebra / Basic Algebra,Algebraic numbers | Integers,proof only,0.7620817843866172,0.7051282051282051,0.5292652552926526,0.9414893617021277,0.9002976190476191,0.1486988847583643,1.0,0.8783783783783784,0.6797929792979299
MATHNET-0j86,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,φ (Euler's totient) | Greatest common divisors (gcd),proof only,0.23844928305894847,0.4150641025641026,0.34993773349937735,0.0,0.6845238095238095,0.32713754646840143,1.0,0.9459459459459459,0.34868844027259865
MATHNET-03bp,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.7307488050982476,0.6501068376068376,0.6587795765877957,0.0,0.552827380952381,0.6016994158258099,0.8461538461538461,1.0,0.5908126526938409
MATHNET-0law,Algebra,Algebraic Expressions | Equations and Inequalities,Sequences and Series > Recurrence relations | Sequences and Series > Telescoping series | QM-AM-GM-HM / Power Mean,proof only,0.6675517790759427,0.49198717948717957,0.9221668742216688,0.0,0.0,0.32713754646840143,1.0,0.8108108108108109,0.5222772277227724
MATHNET-029k,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Miscellaneous > Constructions and loci | Counting two ways,proof and answer,0.07063197026022304,0.0,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,0.9459459459459459,0.11431143114311428
MATHNET-0feu,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments",proof only,0.19861922464152945,0.08173076923076925,0.0,0.0,0.0,0.1486988847583643,1.0,1.0,0.12713771377137714
MATHNET-0cie,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-071o,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Triangles > Triangle inequalities | Recursion, bijection",proof only,0.6388741370154009,0.6383547008547008,0.9034869240348692,0.0,0.783482142857143,0.4843335103558152,1.0,0.9459459459459459,0.6278449273498778
MATHNET-084e,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,Inclusion-exclusion | Least common multiples (lcm),proof and answer,0.5894848645778014,0.4551282051282052,0.0,0.0,0.0,0.7594264471587892,0.8461538461538461,0.972972972972973,0.3560498907033561
MATHNET-01u9,Geometry,Plane Geometry,"Miscellaneous > Angle chasing | Circles > Tangents | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof only,0.6186935740839086,0.7051282051282051,0.34993773349937735,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.4326861257554328
MATHNET-00kp,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean,proof and answer,0.10939989378651088,0.13301282051282054,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.10386395782435383
MATHNET-03z3,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean | Jensen / smoothing,proof only,0.9182156133828996,0.7462606837606838,0.6587795765877957,0.9414893617021277,0.6845238095238095,0.6919808815719597,1.0,0.8108108108108109,0.7972868715442972
MATHNET-03tp,Algebra,Equations and Inequalities,Linear and quadratic inequalities,MCQ,0.38980350504514066,0.2676282051282051,0.34993773349937735,0.0,0.0,0.32713754646840143,0.0,0.8108108108108109,0.2545647421885045
MATHNET-0e73,Discrete Mathematics,Combinatorics,Games / greedy algorithms | Invariants / monovariants,proof and answer,0.5379713223579393,0.5261752136752137,0.5292652552926526,0.8366261398176291,0.783482142857143,0.32713754646840143,0.8461538461538461,1.0,0.5878873601645881
MATHNET-0698,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,"Prime numbers | Fermat / Euler / Wilson theorems | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9459459459459459,0.038575286100038575
MATHNET-0g0v,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Factorization techniques | Polynomials > Polynomial operations,proof only,0.5730217737652681,0.2884615384615385,0.0,0.0,0.0,0.7594264471587892,1.0,0.8783783783783784,0.32615404397582615
MATHNET-0ef5,Algebra,Prealgebra / Basic Algebra,Simple Equations,proof and answer,0.22251725969198086,0.2884615384615385,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.18091809180918098
MATHNET-0gbv,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,Greatest common divisors (gcd) | Polynomials > Polynomial operations,proof only,0.34838024429102493,0.6501068376068376,0.0,0.0,0.0,0.4843335103558152,1.0,0.8783783783783784,0.30374823196605377
MATHNET-09cc,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Generating functions | Polynomials > Polynomial operations | Sequences and Series > Sums and products,proof only,0.4413170472650026,0.2676282051282051,0.0,0.0,0.0,0.1486988847583643,1.0,0.9054054054054054,0.21721100681496724
MATHNET-06h1,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof only,0.6123207647371216,0.5422008547008548,0.7540473225404732,0.0,0.0,0.6919808815719597,1.0,0.8918918918918919,0.5293493635077794
MATHNET-0ij0,Algebra,Algebraic Expressions,Polynomials > Vieta's formulas | Polynomials > Symmetric functions | Polynomials > Intermediate Value Theorem | Sequences and Series > Recurrence relations,proof and answer,0.6702071163037705,0.7051282051282051,0.8549190535491905,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.5410826796965411
MATHNET-02jz,Geometry,Plane Geometry,Circles,MCQ,0.4131704726500265,0.43589743589743596,0.0,0.0,0.0,0.6919808815719597,0.0,0.8918918918918919,0.26443358621576446
MATHNET-09hc,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,Prime numbers | Factorization techniques | Fermat / Euler / Wilson theorems | Multiplicative order,proof and answer,0.6797663303239511,0.7895299145299146,0.9371108343711084,0.8366261398176291,0.552827380952381,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.732769705541983
MATHNET-002s,Number Theory,Divisibility / Factorization,Greatest common divisors (gcd) | Factorization techniques,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9459459459459459,0.045004500450045004
MATHNET-0a4r,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Miscellaneous > Angle chasing | Coloring schemes, extremal arguments | Pigeonhole principle",proof only,0.7631439192777483,0.5096153846153847,0.7540473225404732,0.6109422492401216,0.783482142857143,0.8374933616569304,1.0,0.9459459459459459,0.7241224122412241
MATHNET-0djq,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.07434944237918215,0.11591880341880342,0.0,0.6109422492401216,0.0,0.1486988847583643,0.8461538461538461,1.0,0.17432814710042435
MATHNET-049x,Geometry,Plane Geometry,Triangles,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8918918918918919,0.03728944323003732
MATHNET-00cu,Number Theory,Modular Arithmetic,Inverses mod n,proof and answer,0.3882103027084439,0.6116452991452992,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.28259611675453256
MATHNET-05zn,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Sequences and Series > Recurrence relations | Sequences and Series > Sums and products | Induction / smoothing,proof only,0.7408390865639936,0.7051282051282051,0.0,0.0,0.0,0.6919808815719597,1.0,0.9054054054054054,0.4344863057734344
MATHNET-039t,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Miscellaneous > Angle chasing",proof and answer,0.09930961232076471,0.13301282051282054,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.21624662466246625
MATHNET-07cc,Geometry | Number Theory,Divisibility / Factorization | Plane Geometry,Miscellaneous > Constructions and loci | Circles > Circle of Apollonius | Concurrency and Collinearity > Ceva's theorem | Analytic / Coordinate Methods > Cartesian coordinates | Factorization techniques,proof and answer,0.9808815719596389,0.9706196581196581,0.9221668742216688,0.9779635258358662,0.552827380952381,0.9038767923526289,0.8461538461538461,0.918918918918919,0.9223993827954224
MATHNET-04ra,Discrete Mathematics,Combinatorics,Invariants / monovariants,proof only,0.2405735528412108,0.3888888888888889,0.5292652552926526,0.0,0.552827380952381,0.1486988847583643,1.0,1.0,0.34981355278384985
MATHNET-0apd,Algebra,Prealgebra / Basic Algebra,Simple Equations,final answer only,0.14976101964949548,0.09455128205128205,0.0,0.0,0.0,0.1486988847583643,0.3076923076923077,0.8108108108108109,0.08419056191333418
MATHNET-056g,Geometry,Plane Geometry,Miscellaneous > Angle chasing,proof and answer,0.4901752522570366,0.2884615384615385,0.6587795765877957,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8918918918918919,0.427864214992928
MATHNET-0alb,Geometry,Plane Geometry,Quadrilaterals | Analytic / Coordinate Methods > Cartesian coordinates,MCQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918918918918919,0.0019287643050019563
MATHNET-076c,Algebra,Algebraic Expressions,Functional Equations > Injectivity / surjectivity,proof and answer,0.4768985661178968,0.6116452991452992,0.8804483188044833,0.7545592705167175,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.6566156615661568
MATHNET-0joq,Geometry,Plane Geometry,"Transformations > Rotation | Circles > Tangents | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Triangles > Triangle trigonometry",proof and answer,0.23579394583112057,0.24145299145299148,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.2688697441172689
MATHNET-081q,Algebra | Number Theory,Diophantine Equations | Intermediate Algebra,"Exponential functions | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.23207647371216145,0.5422008547008548,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8783783783783784,0.263887102996014
MATHNET-02er,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments",proof only,0.14126394052044605,0.20566239316239318,0.0,0.0,0.552827380952381,0.1486988847583643,1.0,1.0,0.1833933393339334
